iter	Logloss
365	0.2065967975
366	0.2062833043
367	0.2058542514
368	0.205587135
369	0.2053256911
370	0.2050588899
371	0.2046350822
372	0.2041882305
373	0.2036459719
374	0.2032203258
375	0.202847261
376	0.2026711753
377	0.2022198396
378	0.2017160791
379	0.2014457928
380	0.2011171816
381	0.2007639983
382	0.2005115503
383	0.2001380648
384	0.1997309636
385	0.1993990813
386	0.1990723301
387	0.1985465676
388	0.1982234975
389	0.1979155691
390	0.1976586602
391	0.1973286372
392	0.1970401794
393	0.1966705164
394	0.1964522787
395	0.1960655444
396	0.1958374561
397	0.1955282027
398	0.195192439
399	0.1946778183
400	0.194247281
401	0.193816934
402	0.1934221085
403	0.1931604018
404	0.1928147458
405	0.1924364689
406	0.1922034485
407	0.1918399908
408	0.1914289457
409	0.1909384088
410	0.1906374535
411	0.1903431918
412	0.1898977757
413	0.1895264574
414	0.1892107862
415	0.188759946
416	0.188702984
417	0.1883226195
418	0.1878217825
419	0.1875743435
420	0.187400219
421	0.1870865499
422	0.1869152519
423	0.1866006937
424	0.1864842708
425	0.1861694886
426	0.185910291
427	0.1857924418
428	0.185557387
429	0.185232044
430	0.1849237142
431	0.1845604706
432	0.1843302638
433	0.1840266751
434	0.183617105
435	0.1834094287
436	0.1829865295
437	0.1826572102
438	0.1824484719
439	0.1823459993
440	0.1819050262
441	0.1816285841
442	0.1813858654
443	0.1811499883
444	0.1808970865
445	0.1804751531
446	0.1801320882
447	0.1797606457
448	0.1797219587
449	0.1795204167
450	0.1791308206
451	0.1788648611
452	0.1786467174
453	0.178337918
454	0.1779715799
455	0.1776432144
456	0.1772483537
457	0.177059379
458	0.1767868515
459	0.1765518562
460	0.1762177678
461	0.1760021254
462	0.1757298844
463	0.1753956977
464	0.1751117225
465	0.1749039256
466	0.1746189214
467	0.1743042684
468	0.1738411353
469	0.1735415566
470	0.1731795719
471	0.1729117388
472	0.1726107253
473	0.1723044673
474	0.171803068
475	0.1716202361
476	0.1714578616
477	0.1710571474
478	0.170678324
479	0.1704655735
480	0.1701746741
481	0.1698509562
482	0.1695250969
483	0.1694035236
484	0.1691587093
485	0.1688904145
486	0.1685897981
487	0.1684598628
488	0.168257044
489	0.1678743535
490	0.1676606055
491	0.1674533221
492	0.1671497822
493	0.1668895856
494	0.166702914
495	0.1664956348
496	0.1663220431
497	0.1659471615
498	0.1656226372
499	0.1653842445
500	0.1651519329
501	0.164870214
502	0.1645902367
503	0.164274895
504	0.1639859245
505	0.1637706319
506	0.1635271756
507	0.1632286396
508	0.1629603268
509	0.1627052204
510	0.162393585
511	0.1621105204
512	0.1618739632
513	0.161676613
514	0.1614530891
515	0.1612339623
516	0.1612006771
517	0.1609013526
518	0.1605372637
519	0.1602257928
520	0.1599233732
521	0.159619006
522	0.1593778959
523	0.1591310056
524	0.1590336087
525	0.1587500464
526	0.1583655118
527	0.1580925835
528	0.1578111929
529	0.157559076
530	0.1572772609
531	0.1570057503
532	0.1567261585
533	0.1564363011
534	0.156108105
535	0.1558907779
536	0.1556590523
537	0.1553085612
538	0.1550057135
539	0.1547700088
540	0.1545757687
541	0.1543839136
542	0.1541681326
543	0.1538677948
544	0.1537187473
545	0.1535739367
546	0.1533083758
547	0.1529688505
548	0.1527542156
549	0.1525024829
550	0.1522033294
551	0.1520044804
552	0.1519871067
553	0.1516409121
554	0.1514753699
555	0.1513120625
556	0.151085287
557	0.1508756503
558	0.1505955623
559	0.1504441966
560	0.1501209348
561	0.1497925362
562	0.1495262772
563	0.1493855995
564	0.149230343
565	0.1489530615
566	0.1486375447
567	0.1484103957
568	0.1481698198
569	0.1480417524
570	0.1477754109
571	0.1475267676
572	0.1472722859
573	0.1469870073
574	0.1468731388
575	0.1466934674
576	0.1464831887
577	0.1462808424
578	0.1460348985
579	0.1457098385
580	0.1453832984
581	0.1450889089
582	0.1448974444
583	0.1446550438
584	0.144493093
585	0.1443550242
586	0.1441034373
587	0.1439763415
588	0.1437725719
589	0.1436083346
590	0.1433589897
591	0.1432120642
592	0.1430991048
593	0.1427980037
594	0.1426372428
595	0.1423400454
596	0.1421718791
597	0.1419380264
598	0.1416231552
599	0.1414412447
600	0.1412676968
601	0.1411838804
602	0.1409191224
603	0.1407838126
604	0.1406388886
605	0.1404722879
606	0.1403410162
607	0.1402338779
608	0.1400284293
609	0.1399133148
610	0.1397252076
611	0.1395571785
612	0.139278195
613	0.1390560269
614	0.1388963698
615	0.1387401173
616	0.1385667841
617	0.1382610805
618	0.1380305585
619	0.1376508359
620	0.1373528357
621	0.1371632182
622	0.1371065349
623	0.1369660102
624	0.1368057591
625	0.1365889397
626	0.1364602971
627	0.1361466546
628	0.1360023345
629	0.1357119952
630	0.1355414707
631	0.1353580104
632	0.1352124035
633	0.1351165233
634	0.1349311564
635	0.1346488229
636	0.1345366082
637	0.1343759514
638	0.1342815505
639	0.1341736116
640	0.1341485992
641	0.1339041706
642	0.1337163463
643	0.1335747946
644	0.1334328407
645	0.1333092279
646	0.1330847324
647	0.132916248
648	0.1327869088
649	0.132644425
650	0.1323946628
651	0.1321662837
652	0.1320195887
653	0.1317874136
654	0.1315779255
655	0.1314083812
656	0.1311645422
657	0.1309699754
658	0.1307579652
659	0.1306172178
660	0.1304789193
661	0.130218256
662	0.1299528501
663	0.1298157063
664	0.1296311516
665	0.1294725458
666	0.1292059709
667	0.1290681506
668	0.1288451603
669	0.1287820698
670	0.1287142426
671	0.1286225405
672	0.1285102281
673	0.128256285
674	0.1280960821
675	0.1279719422
676	0.1277957307
677	0.1276358653
678	0.1274361381
679	0.1272177452
680	0.1270617089
681	0.1269311948
682	0.1267521008
683	0.1265993994
684	0.1264697414
685	0.1263431368
686	0.1260833798
687	0.1259451559
688	0.1257946692
689	0.1256246351
690	0.125456843
691	0.1253483884
692	0.1250815822
693	0.1249409469
694	0.1247908839
695	0.1246202265
696	0.1244504394
697	0.1243179132
698	0.1242274089
699	0.1240366597
700	0.1238311141
701	0.123640882
702	0.1233660686
703	0.1232351366
704	0.1229455471
705	0.1228613925
706	0.1227619332
707	0.1226190989
708	0.1225489723
709	0.1222554546
710	0.1221626566
711	0.1220827174
712	0.1219225131
713	0.1218503556
714	0.1216554441
715	0.1214826208
716	0.1213429175
717	0.1211496362
718	0.1210563585
719	0.1208384884
720	0.1205752169
721	0.1204279259
722	0.1201937156
723	0.119972871
724	0.1198095241
725	0.119654002
726	0.1195127734
727	0.1194154728
728	0.1192460879
729	0.1191700022
730	0.119015214
731	0.1187913777
732	0.1184957602
733	0.1184109521
734	0.1182571492
735	0.1181203816
736	0.1178443949
737	0.1176750976
738	0.1175131712
739	0.1173486207
740	0.117260706
741	0.1170610075
742	0.1169064821
743	0.1167826423
744	0.1166260587
745	0.1165148049
746	0.1164482889
747	0.1163156392
748	0.1160928169
749	0.1159502354
750	0.1158162542
751	0.1156796993
752	0.115508417
753	0.1154010698
754	0.1152996888
755	0.1151643202
756	0.1150398728
757	0.1148744936
758	0.1147373412
759	0.1146489942
760	0.114536992
761	0.1143196548
762	0.1141397249
763	0.1140694776
764	0.1139493649
765	0.1138026643
766	0.11365556
767	0.1135104895
768	0.1133993907
769	0.1133300009
770	0.1131947084
771	0.1130864477
772	0.1129309355
773	0.1128369929
774	0.1126813041
775	0.1125719404
776	0.1124118681
777	0.1122609104
778	0.112084643
779	0.1119284199
780	0.1117710521
781	0.1116232326
782	0.1114115916
783	0.1112767918
784	0.1111409391
785	0.1110735299
786	0.1108858729
787	0.1107572992
788	0.1105939969
789	0.1104113941
790	0.1103206155
791	0.1101359186
792	0.1100243718
793	0.1099641524
794	0.1097589702
795	0.1096419771
796	0.1095234931
797	0.1094177114
798	0.1092216624
799	0.1090909544
800	0.1089305102
801	0.1088504346
802	0.1087291341
803	0.1086464661
804	0.1086336776
805	0.1085286284
806	0.1084395374
807	0.108342188
808	0.108269252
809	0.1081554401
810	0.1080042368
811	0.107850836
812	0.1077307118
813	0.1076191965
814	0.1074566511
815	0.1073430432
816	0.1072278669
817	0.107072925
818	0.1070581746
819	0.1069518787
820	0.1068292296
821	0.1066526792
822	0.1064888052
823	0.1062797509
824	0.1061406868
825	0.1059592503
826	0.1059070596
827	0.1057391928
828	0.1055507229
829	0.1053982786
830	0.1052906987
831	0.1051682579
832	0.1050857464
833	0.1049289675
834	0.1047793885
835	0.1047400825
836	0.1046045186
837	0.1044645941
838	0.1042345044
839	0.1040897542
840	0.1039811761
841	0.1038525478
842	0.1037360588
843	0.1035643241
844	0.1033917263
845	0.1032622492
846	0.1031548345
847	0.1029896492
848	0.1029099958
849	0.1028035951
850	0.1027020561
851	0.1026231682
852	0.1026114197
853	0.1025506804
854	0.1024907253
855	0.1023242258
856	0.1022274135
857	0.1021277158
858	0.1019705749
859	0.1018476773
860	0.1017392587
861	0.1015828431
862	0.1014262079
863	0.1012358048
864	0.1010732751
865	0.1009463445
866	0.1007903541
867	0.1006077916
868	0.1004776552
869	0.1003047257
870	0.100233776
871	0.1001741154
872	0.0999888196
873	0.09986739417
874	0.09972198038
875	0.09960140809
876	0.09950269561
877	0.09940064672
878	0.09923168837
879	0.09913379026
880	0.09897410726
881	0.09886008429
882	0.09869442934
883	0.09858495069
884	0.09838523491
885	0.09822825926
886	0.09815515668
887	0.09804427049
888	0.09794105536
889	0.09791355248
890	0.09780269215
891	0.09769317041
892	0.09752609069
893	0.09745822901
894	0.09738138785
895	0.09720078865
896	0.09708093161
897	0.09695451805
898	0.09690256722
899	0.09670918821
900	0.09655246964
901	0.0964730461
902	0.09635784683
903	0.09628856038
904	0.09616978484
905	0.09609161802
906	0.09594938841
907	0.09583317084
908	0.09565367612
909	0.09549500856
910	0.09542683952
911	0.09526940283
912	0.09515641684
913	0.0950391508
914	0.09493170158
915	0.09480770525
916	0.09469841187
917	0.09458860001
918	0.09443559273
919	0.09428634845
920	0.0941474725
921	0.09402969946
922	0.09392518164
923	0.09383800662
924	0.09372920301
925	0.09366076969
926	0.09357062593
927	0.09349841813
928	0.0933386547
929	0.09316217325
930	0.09307431313
931	0.09297876042
932	0.09284672105
933	0.09273619681
934	0.09260859403
935	0.0924833223
936	0.09242654708
937	0.09229952169
938	0.09215538473
939	0.09202097267
940	0.09182010358
941	0.09172321084
942	0.09163084088
943	0.0915602661
944	0.09151507573
945	0.09139853357
946	0.09131267272
947	0.09117835401
948	0.09112129154
949	0.09097856499
950	0.09094334941
951	0.09084263623
952	0.09073176585
953	0.09061154831
954	0.09055873859
955	0.09040902609
956	0.09028277627
957	0.09019112443
958	0.09011929868
959	0.09005750805
960	0.08997005727
961	0.08985939801
962	0.08970249561
963	0.08953115883
964	0.08941125008
965	0.08930717463
966	0.08915843016
967	0.0890191894
968	0.08891635056
969	0.08877525129
970	0.08860292061
971	0.08850097656
972	0.08839845514
973	0.08832228615
974	0.08819734332
975	0.08812086984
976	0.08797793503
977	0.08790960944
978	0.08776157879
979	0.08768390891
980	0.0875779218
981	0.08742147756
982	0.08729122633
983	0.08719239752
984	0.08707280762
985	0.08697240324
986	0.08680353682
987	0.08670607963
988	0.08659653491
989	0.08652435153
990	0.08643421782
991	0.08639644427
992	0.08634663634
993	0.08626451981
994	0.08618333684
995	0.08608626888
996	0.08594670353
997	0.0858551709
998	0.08569891482
999	0.0855133117
